iter	Logloss
163	0.3954491494
164	0.3949042599
165	0.3942604397
166	0.3936847408
167	0.3932728248
168	0.3919480309
169	0.3911928622
170	0.3903812857
171	0.389644178
172	0.3891184001
173	0.3883144612
174	0.3875988622
175	0.3864252261
176	0.3855290918
177	0.3847739173
178	0.3840543548
179	0.3833073546
180	0.3827077147
181	0.3821147465
182	0.3812951653
183	0.3805508876
184	0.3793188605
185	0.3789032613
186	0.3780595046
187	0.3777290812
188	0.3770941309
189	0.3765712259
190	0.3758493199
191	0.37487775
192	0.3740939695
193	0.3734907396
194	0.3727623351
195	0.3723255563
196	0.3715536629
197	0.3709260744
198	0.3703637512
199	0.3696898194
200	0.3689198744
201	0.3684879676
202	0.3676738524
203	0.3669298827
204	0.3662557679
205	0.3659803343
206	0.3651469007
207	0.3646085467
208	0.3640926348
209	0.363495062
210	0.3629331716
211	0.3622087177
212	0.3619263043
213	0.3615417804
214	0.3610577982
215	0.3602327034
216	0.3598470706
217	0.358989087
218	0.3580087072
219	0.3573007664
220	0.3568365707
221	0.3563307752
222	0.3555744276
223	0.3549369602
224	0.3543481369
225	0.3536348109
226	0.3531584915
227	0.3526566631
228	0.3518344133
229	0.351025807
230	0.3504894979
231	0.349826391
232	0.3493165046
233	0.3491202386
234	0.3484549972
235	0.3476910017
236	0.3471223507
237	0.3465771695
238	0.3458533959
239	0.3451528713
240	0.3444904486
241	0.3438703113
242	0.3430731744
243	0.3427865104
244	0.3423517406
245	0.3416717678
246	0.3410595297
247	0.3404772658
248	0.3400564485
249	0.3396346401
250	0.3392782563
251	0.338648068
252	0.3382322446
253	0.3377982289
254	0.3373857858
255	0.3367268036
256	0.3362613652
257	0.3357641568
258	0.3351576044
259	0.3346670625
260	0.3341791226
261	0.3334878598
262	0.3328798821
263	0.3323858012
264	0.3319219485
265	0.3315154795
266	0.3311469418
267	0.3303010776
268	0.329935652
269	0.3295306652
270	0.3290061936
271	0.3283352512
272	0.3279529021
273	0.3274231026
274	0.3267491053
275	0.3263214226
276	0.3258695529
277	0.3252998901
278	0.3249544519
279	0.3245827663
280	0.3241439386
281	0.3238059268
282	0.3232974117
283	0.3230195336
284	0.3225113033
285	0.3221358406
286	0.3218129859
287	0.3211746058
288	0.3206355249
289	0.320167829
290	0.3196155587
291	0.3189493237
292	0.3183743151
293	0.3178933391
294	0.3174518199
295	0.3167593561
296	0.3163261892
297	0.3159663668
298	0.315606025
299	0.3152162746
300	0.314891057
301	0.3141908301
302	0.3137916103
303	0.3134975721
304	0.3131294086
305	0.3125548798
306	0.3119847943
307	0.3115605756
308	0.3110992578
309	0.3106174264
310	0.3101949871
311	0.3093427524
312	0.3087900255
313	0.3083266327
314	0.3076589863
315	0.3070426091
316	0.3066493187
317	0.3062063432
318	0.3058229303
319	0.3054554578
320	0.3049878505
321	0.3043875089
322	0.303894961
323	0.303480419
324	0.3030257922
325	0.302656199
326	0.3022315642
327	0.3018377527
328	0.3014968679
329	0.3009858001
330	0.3007250627
331	0.3004468723
332	0.3000489181
333	0.299568929
334	0.2991086473
335	0.2985985578
336	0.2981701902
337	0.2975633531
338	0.2967970311
339	0.2964991022
340	0.2958824167
341	0.2950806496
342	0.2947563477
343	0.2940644908
344	0.2934791687
345	0.2931347103
346	0.2926520467
347	0.2921541129
348	0.292050354
349	0.2916198783
350	0.2912198354
351	0.2907633913
352	0.2905679483
353	0.2900092249
354	0.2897778664
355	0.2894458986
356	0.2889713694
357	0.2885673133
358	0.2882318988
359	0.2876041566
360	0.2873693653
361	0.2869309422
362	0.2866560101
363	0.2862517575
364	0.2856631777
365	0.2852498726
366	0.2847563064
367	0.2842645438
368	0.2839015594
369	0.2834008
370	0.2830198697
371	0.2825357081
372	0.2819791109
373	0.2817088575
374	0.2814131044
375	0.280856503
376	0.2801209549
377	0.2797406832
378	0.2794731721
379	0.2786061139
380	0.2781700588
381	0.2776628879
382	0.2773359744
383	0.2770107782
384	0.2767508895
385	0.2764992188
386	0.2761479982
387	0.275738032
388	0.2754344121
389	0.2750457781
390	0.2746621556
391	0.2742425227
392	0.2738184105
393	0.2734673967
394	0.2730890713
395	0.2724897129
396	0.2721470529
397	0.2717437262
398	0.2713446834
399	0.2710453964
400	0.2706758282
401	0.2700670061
402	0.2698649318
403	0.2695079248
404	0.2690211678
405	0.268496903
406	0.2681879154
407	0.267824688
408	0.2674991409
409	0.2670120888
410	0.2667528524
411	0.2663034193
412	0.2660464005
413	0.2656137795
414	0.2651779406
415	0.2648098023
416	0.2642737531
417	0.2637874816
418	0.2633059369
419	0.2630615321
420	0.2628176287
421	0.2620555429
422	0.2616961367
423	0.26140472
424	0.2611307365
425	0.2606705022
426	0.2602949852
427	0.2598036756
428	0.2594839879
429	0.2593013817
430	0.2587802668
431	0.2583835155
432	0.2579337272
433	0.2574380522
434	0.2571381036
435	0.2567613092
436	0.2565169705
437	0.2562211212
438	0.2558303767
439	0.2554493319
440	0.2550946146
441	0.2548241018
442	0.2545451952
443	0.2540854711
444	0.2537723525
445	0.25338655
446	0.253137138
447	0.2528799662
448	0.2526633945
449	0.2522331778
450	0.2516355129
451	0.2513273421
452	0.2510392403
453	0.250511774
454	0.2499501601
455	0.2496180499
456	0.2491700324
457	0.248704846
458	0.2483647695
459	0.2481150269
460	0.2476783944
461	0.2473536678
462	0.2469973526
463	0.2467193374
464	0.2463184203
465	0.2458683077
466	0.2456037091
467	0.2451872137
468	0.2446778103
469	0.2443631018
470	0.243967498
471	0.2435494017
472	0.2432091445
473	0.242861258
474	0.2424888906
475	0.2421804055
476	0.2419197408
477	0.2415046893
478	0.2411879405
479	0.2408350946
480	0.2405130319
481	0.2400246119
482	0.2395819633
483	0.2392313425
484	0.238917014
485	0.2383682569
486	0.2380590049
487	0.2376095464
488	0.2373015838
489	0.2370284825
490	0.2367346654
491	0.2362831719
492	0.2359292774
493	0.2354442577
494	0.2350528937
495	0.2347056336
496	0.2343402769
497	0.2341127875
498	0.2336895049
499	0.2332978149
500	0.2330022113
501	0.2326466059
502	0.2323512797
503	0.2320057262
504	0.231675036
505	0.2313145629
506	0.2310194995
507	0.2305685396
508	0.2302235025
509	0.229949306
510	0.2295666333
511	0.2292646665
512	0.2288538165
513	0.228612911
514	0.2281718016
515	0.2278595686
516	0.2273916288
517	0.2271113094
518	0.2268432991
519	0.2265347354
520	0.2263267375
521	0.2260533951
522	0.2258711785
523	0.2254306515
524	0.2251519694
525	0.2247666701
526	0.2245228243
527	0.224131237
528	0.2238094344
529	0.2234446297
530	0.2228819906
531	0.22258403
532	0.2222801067
533	0.2218436107
534	0.2213522597
535	0.2212148648
536	0.2209132789
537	0.2205980908
538	0.2201310317
539	0.2198112627
540	0.2194418975
541	0.2190847854
542	0.2186408017
543	0.2182357709
544	0.2177318685
545	0.2173056643
546	0.2168599622
547	0.2165688922
548	0.2163947777
549	0.2159948282
550	0.2156710348
551	0.2154790296
552	0.2151433837
553	0.2148356283
554	0.2144435749
555	0.2138403906
556	0.2136436926
557	0.2131722458
558	0.2127193398
559	0.2124223603
560	0.2121281515
561	0.2119061471
562	0.2116130754
563	0.2112485896
564	0.2109428916
565	0.2106602466
566	0.2102950956
567	0.2099450967
568	0.2097356702
569	0.2092242692
570	0.208751373
571	0.2083898688
572	0.2079699891
573	0.2076660994
574	0.2073147714
575	0.206917263
576	0.2065397789
577	0.2062544178
578	0.2056478769
579	0.2052923209
580	0.2049727149
581	0.2042943478
582	0.2039205408
583	0.2035085828
584	0.2032086818
585	0.2029037553
586	0.2025035656
587	0.2022877505
588	0.201948552
589	0.2015510138
590	0.2012450199
591	0.2008444273
592	0.2004381777
593	0.2000168104
594	0.1997750811
595	0.199525886
596	0.1990364106
597	0.1986334155
598	0.1984306804
599	0.19822841
600	0.1979619705
601	0.1977325213
602	0.1973921778
603	0.1969444769
604	0.196690036
605	0.1963519046
606	0.1960760994
607	0.1957880727
608	0.1955286663
609	0.1951234625
610	0.194899676
611	0.1946768235
612	0.1944467354
613	0.1941259569
614	0.1936827748
615	0.1933839595
616	0.1930020569
617	0.1927842858
618	0.1924421037
619	0.192118998
620	0.1917453383
621	0.1913678874
622	0.191078724
623	0.1906890819
624	0.1904019857
625	0.1901102017
626	0.189952326
627	0.1896492976
628	0.1894099798
629	0.1890795494
630	0.1888219434
631	0.1885656315
632	0.1882195814
633	0.1879365424
634	0.1875928758
635	0.1873624256
636	0.1871432603
637	0.1868485587
638	0.1866800034
639	0.1863370698
640	0.18602979
641	0.1858051127
642	0.1853901542
643	0.1851865785
644	0.1849453932
645	0.1846767735
646	0.1843042916
647	0.1840329911
648	0.1837475267
649	0.1834952379
650	0.1832662538
651	0.1829564196
652	0.1827538753
653	0.1825063671
654	0.1823463788
655	0.182049475
656	0.1817162607
657	0.1814691307
658	0.1811713568
659	0.1808747459
660	0.1805908276
661	0.180241386
662	0.1799239341
663	0.1795730994
664	0.1792045077
665	0.1788423041
666	0.1786430663
667	0.1783898152
668	0.178221938
669	0.1780355346
670	0.1779176326
671	0.177615182
672	0.1773915235
673	0.1771440459
674	0.1768587682
675	0.176623885
676	0.1763803452
677	0.1762475158
678	0.1759347456
679	0.1756826505
680	0.1753779955
681	0.1751982431
682	0.1749347339
683	0.1747468603
684	0.1744635438
685	0.1741992391
686	0.1739156057
687	0.1737034737
688	0.173572441
689	0.1733596061
690	0.1731354693
691	0.1728674157
692	0.1726988196
693	0.1724247317
694	0.1721510264
695	0.1719064008
696	0.1716508996
697	0.1714509082
698	0.1711842972
699	0.1709750907
700	0.1706751791
701	0.1704747028
702	0.17025702
703	0.1700147167
704	0.1697497195
705	0.1694221505
706	0.1692717085
707	0.1689945393
708	0.1688152682
709	0.168616991
710	0.1684095903
711	0.1681783828
712	0.1678137058
713	0.1675538683
714	0.1673514452
715	0.1671233408
716	0.1668717693
717	0.1666151467
718	0.166432486
719	0.1661828353
720	0.1660191528
721	0.165919953
722	0.165688064
723	0.1654480093
724	0.1653011312
725	0.1651865301
726	0.1649146864
727	0.1647996869
728	0.164534351
729	0.1643614678
730	0.1640201749
731	0.1637979616
732	0.1634990001
733	0.1633382902
734	0.1631616275
735	0.1628850082
736	0.1627341182
737	0.1624183816
738	0.1620104058
739	0.1618039119
740	0.1615831822
741	0.1612231327
742	0.1607738379
743	0.1605332995
744	0.1602756116
745	0.1601076965
746	0.1598763352
747	0.1597200086
748	0.1595331976
749	0.1593473872
750	0.1591610005
751	0.1588776801
752	0.1585539795
753	0.1583754466
754	0.1582066241
755	0.1579701383
756	0.1576868898
757	0.157565197
758	0.1573465921
759	0.1571637178
760	0.156922105
761	0.1567927811
762	0.1566505359
763	0.1564669006
764	0.1563082304
765	0.1561547116
766	0.1559158621
767	0.1555082893
768	0.1552705815
769	0.1551010818
770	0.1549048505
771	0.1547800932
772	0.1546083312
773	0.1543776462
774	0.1541926205
775	0.1540169751
776	0.1537748825
777	0.1535727634
778	0.1533166106
779	0.1530622788
780	0.1528227826
781	0.152472323
782	0.1522262625
783	0.1520688471
784	0.1518278931
785	0.1516882184
786	0.1514689259
787	0.1511955707
788	0.1509775352
789	0.1507336355
790	0.150420754
791	0.1501952653
792	0.1499505885
793	0.1497468199
794	0.1495388719
795	0.1493210686
796	0.1491944921
797	0.1489861268
798	0.1488457309
799	0.1487303216
800	0.1485920095
801	0.1484037047
802	0.1481452045
803	0.1479511952
804	0.1477873942
805	0.147582382
806	0.1473665211
807	0.1471921499
808	0.146993512
809	0.1468418957
810	0.1466721397
811	0.1464588666
812	0.1462324976
813	0.1460474601
814	0.1458440884
815	0.1456931035
816	0.1454569946
817	0.1452738159
818	0.1450029294
819	0.1447952934
820	0.1446364874
821	0.1444104721
822	0.1442013743
823	0.1440235081
824	0.1437113906
825	0.1435498849
826	0.1434345993
827	0.1432540113
828	0.1431393071
829	0.1429942239
830	0.1427558082
831	0.142608346
832	0.1424429868
833	0.1423434354
834	0.1421261644
835	0.1418746445
836	0.1416722089
837	0.1415619863
838	0.1412326443
839	0.1410920346
840	0.1407445978
841	0.1406364928
842	0.1404634094
843	0.1402158785
844	0.1400744409
845	0.1398350969
846	0.1396858987
847	0.1395838147
848	0.139437471
849	0.1391409427
850	0.1388514033
851	0.1386921418
852	0.1386112773
853	0.1383498561
854	0.1381916255
855	0.1379386635
856	0.1376636093
857	0.137561388
858	0.1374347321
859	0.1371917608
860	0.1369170573
861	0.1367751691
862	0.136523554
863	0.1363275225
864	0.1361449788
865	0.1359733136
866	0.1357663108
867	0.1356424237
868	0.1354185118
869	0.1351831522
870	0.1349976119
871	0.1347580574
872	0.1346198705
873	0.1344429282
874	0.1342364877
875	0.1340244633
876	0.1337891356
877	0.1334662051
878	0.1331693534
879	0.1328877584
880	0.1327033782
881	0.1325296949
882	0.1323054872
883	0.1321103102
884	0.1319366168
885	0.1318319869
886	0.1316566825
887	0.1314893439
888	0.1312750622
889	0.1311447463
890	0.130963054
891	0.1308245914
892	0.1305409311
893	0.1303277543
894	0.1302178091
895	0.1299959532
896	0.1298019015
897	0.129629543
898	0.1294288082
899	0.1291408834
900	0.1289525721
901	0.1287705231
902	0.1285601151
903	0.1283331394
904	0.1281515034
905	0.127962788
906	0.1278089252
907	0.1276036493
908	0.1274669119
909	0.1272818064
910	0.1270798539
911	0.1268076512
912	0.1266327006
913	0.1264684437
914	0.1262457735
915	0.1260154913
916	0.1258418008
917	0.125670489
918	0.1255257022
919	0.1254027897
920	0.1252558971
921	0.1251206988
922	0.1250048304
923	0.124862664
924	0.1247146323
925	0.1244666134
926	0.124287298
927	0.1241458883
928	0.1239732113
929	0.1237711829
930	0.1236760778
931	0.123543087
932	0.1234724344
933	0.1232800026
934	0.123009348
935	0.1228378015
936	0.1226730255
937	0.1225410542
938	0.1222765391
939	0.1221424943
940	0.1219401628
941	0.1217796479
942	0.1216750967
943	0.1214958303
944	0.1213473892
945	0.1212038283
946	0.1211088557
947	0.1209309555
948	0.120700246
949	0.1205281348
950	0.1203626865
951	0.120127233
952	0.1199397537
953	0.119854784
954	0.1197218483
955	0.1195131592
956	0.1193286753
957	0.1192113332
958	0.1191276169
959	0.1189418038
960	0.1187316937
961	0.1183988087
962	0.1182109042
963	0.1181075019
964	0.1180160162
965	0.117864875
966	0.1176951561
967	0.1175280851
968	0.1173700277
969	0.1172671193
970	0.1171439886
971	0.1169312108
972	0.1168298375
973	0.1166690701
974	0.1165524076
975	0.1164126336
976	0.1162665967
977	0.1160905438
978	0.1159587859
979	0.1158050676
980	0.1156565686
981	0.1153573762
982	0.1152793158
983	0.1151417038
984	0.1149387022
985	0.1148048195
986	0.1146328241
987	0.1144677954
988	0.1143683328
989	0.1142416879
990	0.1140831364
991	0.1139886529
992	0.1138448299
993	0.1137200229
994	0.1135733594
995	0.1134946979
996	0.1133404337
997	0.1132115813
998	0.113102236
999	0.1129379316
